image,dmos
1600.AWGN.1.png,0.938011
1600.AWGN.2.png,0.793755
1600.AWGN.3.png,0.737878
1600.AWGN.4.png,0.6253679999999999
1600.AWGN.5.png,0.53252
aerial_city.AWGN.1.png,0.968408
aerial_city.AWGN.2.png,0.874865
aerial_city.AWGN.3.png,0.755043
aerial_city.AWGN.4.png,0.6270530000000001
aerial_city.AWGN.5.png,0.498737
boston.AWGN.1.png,0.970841
boston.AWGN.2.png,0.918632
boston.AWGN.3.png,0.784504
boston.AWGN.4.png,0.616884
boston.AWGN.5.png,0.528409
bridge.AWGN.1.png,0.972218
bridge.AWGN.2.png,0.912143
bridge.AWGN.3.png,0.748212
bridge.AWGN.4.png,0.591305
bridge.AWGN.5.png,0.48299099999999995
butter_flower.AWGN.1.png,0.973426
butter_flower.AWGN.2.png,0.9108350000000001
butter_flower.AWGN.3.png,0.747701
butter_flower.AWGN.4.png,0.5651079999999999
butter_flower.AWGN.5.png,0.45472900000000005
cactus.AWGN.1.png,0.895671
cactus.AWGN.2.png,0.794292
cactus.AWGN.3.png,0.650562
cactus.AWGN.4.png,0.560833
cactus.AWGN.5.png,0.501609
child_swimming.AWGN.1.png,0.971543
child_swimming.AWGN.2.png,0.879793
child_swimming.AWGN.3.png,0.7283999999999999
child_swimming.AWGN.4.png,0.587313
child_swimming.AWGN.5.png,0.511439
couple.AWGN.1.png,0.994461
couple.AWGN.2.png,0.890971
couple.AWGN.3.png,0.795644
couple.AWGN.4.png,0.674769
couple.AWGN.5.png,0.530392
elk.AWGN.1.png,0.96668
elk.AWGN.2.png,0.934764
elk.AWGN.3.png,0.828097
elk.AWGN.4.png,0.763461
elk.AWGN.5.png,0.6420589999999999
family.AWGN.1.png,0.912208
family.AWGN.2.png,0.850321
family.AWGN.3.png,0.725258
family.AWGN.4.png,0.624654
family.AWGN.5.png,0.520411
fisher.AWGN.1.png,0.947646
fisher.AWGN.2.png,0.869781
fisher.AWGN.3.png,0.7835300000000001
fisher.AWGN.4.png,0.6878569999999999
fisher.AWGN.5.png,0.559685
foxy.AWGN.1.png,0.986471
foxy.AWGN.2.png,0.936383
foxy.AWGN.3.png,0.863531
foxy.AWGN.4.png,0.749554
foxy.AWGN.5.png,0.6188370000000001
geckos.AWGN.1.png,0.971494
geckos.AWGN.2.png,0.939728
geckos.AWGN.3.png,0.883305
geckos.AWGN.4.png,0.798141
geckos.AWGN.5.png,0.663814
lady_liberty.AWGN.1.png,0.967524
lady_liberty.AWGN.2.png,0.8489450000000001
lady_liberty.AWGN.3.png,0.7453879999999999
lady_liberty.AWGN.4.png,0.615831
lady_liberty.AWGN.5.png,0.512517
lake.AWGN.1.png,0.97786
lake.AWGN.2.png,0.863079
lake.AWGN.3.png,0.704704
lake.AWGN.4.png,0.562763
lake.AWGN.5.png,0.463878
log_seaside.AWGN.1.png,1.0
log_seaside.AWGN.2.png,0.943439
log_seaside.AWGN.3.png,0.868145
log_seaside.AWGN.4.png,0.7325349999999999
log_seaside.AWGN.5.png,0.558238
monument.AWGN.1.png,0.987593
monument.AWGN.2.png,0.91893
monument.AWGN.3.png,0.816734
monument.AWGN.4.png,0.675242
monument.AWGN.5.png,0.532257
native_american.AWGN.1.png,0.959678
native_american.AWGN.2.png,0.93092
native_american.AWGN.3.png,0.776052
native_american.AWGN.4.png,0.598901
native_american.AWGN.5.png,0.5239400000000001
redwood.AWGN.1.png,0.949134
redwood.AWGN.2.png,0.812426
redwood.AWGN.3.png,0.677304
redwood.AWGN.4.png,0.568445
redwood.AWGN.5.png,0.45516199999999996
roping.AWGN.1.png,0.997499
roping.AWGN.2.png,0.894972
roping.AWGN.3.png,0.815483
roping.AWGN.4.png,0.618116
roping.AWGN.5.png,0.48692199999999997
rushmore.AWGN.1.png,0.967502
rushmore.AWGN.2.png,0.869004
rushmore.AWGN.3.png,0.7411030000000001
rushmore.AWGN.4.png,0.618112
rushmore.AWGN.5.png,0.48739699999999997
shroom.AWGN.1.png,0.968551
shroom.AWGN.2.png,0.864398
shroom.AWGN.3.png,0.76327
shroom.AWGN.4.png,0.6448590000000001
shroom.AWGN.5.png,0.5367649999999999
snow_leaves.AWGN.1.png,0.981152
snow_leaves.AWGN.2.png,0.936513
snow_leaves.AWGN.3.png,0.78826
snow_leaves.AWGN.4.png,0.706561
snow_leaves.AWGN.5.png,0.5658730000000001
sunsetcolor.AWGN.1.png,0.960694
sunsetcolor.AWGN.2.png,0.794436
sunsetcolor.AWGN.3.png,0.697905
sunsetcolor.AWGN.4.png,0.590604
sunsetcolor.AWGN.5.png,0.484846
sunset_sparrow.AWGN.1.png,0.957869
sunset_sparrow.AWGN.2.png,0.820722
sunset_sparrow.AWGN.3.png,0.6744479999999999
sunset_sparrow.AWGN.4.png,0.542341
sunset_sparrow.AWGN.5.png,0.45101800000000003
swarm.AWGN.1.png,0.964804
swarm.AWGN.2.png,0.83428
swarm.AWGN.3.png,0.6781280000000001
swarm.AWGN.4.png,0.580768
swarm.AWGN.5.png,0.422825
trolley.AWGN.1.png,0.971356
trolley.AWGN.2.png,0.909717
trolley.AWGN.3.png,0.780126
trolley.AWGN.4.png,0.658128
trolley.AWGN.5.png,0.549741
turtle.AWGN.1.png,0.980019
turtle.AWGN.2.png,0.88078
turtle.AWGN.3.png,0.801285
turtle.AWGN.4.png,0.6706449999999999
turtle.AWGN.5.png,0.564351
veggies.AWGN.1.png,0.982408
veggies.AWGN.2.png,0.901549
veggies.AWGN.3.png,0.786404
veggies.AWGN.4.png,0.6532439999999999
veggies.AWGN.5.png,0.527541
woman.AWGN.1.png,0.948159
woman.AWGN.2.png,0.802853
woman.AWGN.3.png,0.711384
woman.AWGN.4.png,0.590897
woman.AWGN.5.png,0.51017
1600.JPEG.1.png,0.987127
1600.JPEG.2.png,0.930852
1600.JPEG.3.png,0.803173
1600.JPEG.4.png,0.49893699999999996
1600.JPEG.5.png,0.31287299999999996
aerial_city.JPEG.1.png,0.969718
aerial_city.JPEG.2.png,0.935455
aerial_city.JPEG.3.png,0.611108
aerial_city.JPEG.4.png,0.39274
aerial_city.JPEG.5.png,0.18091800000000002
boston.JPEG.1.png,1.0
boston.JPEG.2.png,0.950116
boston.JPEG.3.png,0.671508
boston.JPEG.4.png,0.26306300000000005
boston.JPEG.5.png,0.16751899999999997
bridge.JPEG.1.png,0.962807
bridge.JPEG.2.png,0.924163
bridge.JPEG.3.png,0.7272259999999999
bridge.JPEG.4.png,0.256884
bridge.JPEG.5.png,0.183836
butter_flower.JPEG.1.png,0.976741
butter_flower.JPEG.2.png,0.969109
butter_flower.JPEG.3.png,0.590084
butter_flower.JPEG.4.png,0.30058700000000005
butter_flower.JPEG.5.png,0.19191100000000005
cactus.JPEG.1.png,0.959031
cactus.JPEG.2.png,0.8395360000000001
cactus.JPEG.3.png,0.621579
cactus.JPEG.4.png,0.29585799999999995
cactus.JPEG.5.png,0.18827700000000003
child_swimming.JPEG.1.png,0.97114
child_swimming.JPEG.2.png,0.970132
child_swimming.JPEG.3.png,0.76447
child_swimming.JPEG.4.png,0.48554600000000003
child_swimming.JPEG.5.png,0.30427000000000004
couple.JPEG.1.png,0.997846
couple.JPEG.2.png,0.966049
couple.JPEG.3.png,0.741912
couple.JPEG.4.png,0.41396
couple.JPEG.5.png,0.27634000000000003
elk.JPEG.1.png,0.967629
elk.JPEG.2.png,0.9318
elk.JPEG.3.png,0.780041
elk.JPEG.4.png,0.45032799999999995
elk.JPEG.5.png,0.28978000000000004
family.JPEG.1.png,0.977995
family.JPEG.2.png,0.8657980000000001
family.JPEG.3.png,0.353274
family.JPEG.4.png,0.23822900000000002
family.JPEG.5.png,0.15373599999999998
fisher.JPEG.1.png,0.991891
fisher.JPEG.2.png,0.819511
fisher.JPEG.3.png,0.482152
fisher.JPEG.4.png,0.27544500000000005
fisher.JPEG.5.png,0.209318
foxy.JPEG.1.png,0.983956
foxy.JPEG.2.png,0.925061
foxy.JPEG.3.png,0.845838
foxy.JPEG.4.png,0.677963
foxy.JPEG.5.png,0.448935
geckos.JPEG.1.png,0.978005
geckos.JPEG.2.png,0.953259
geckos.JPEG.3.png,0.865225
geckos.JPEG.4.png,0.537454
geckos.JPEG.5.png,0.26563400000000004
lady_liberty.JPEG.1.png,0.983028
lady_liberty.JPEG.2.png,0.726486
lady_liberty.JPEG.3.png,0.46834
lady_liberty.JPEG.4.png,0.34549799999999997
lady_liberty.JPEG.5.png,0.22968200000000005
lake.JPEG.1.png,0.979298
lake.JPEG.2.png,0.921163
lake.JPEG.3.png,0.844157
lake.JPEG.4.png,0.570629
lake.JPEG.5.png,0.270099
log_seaside.JPEG.1.png,0.999792
log_seaside.JPEG.2.png,0.990711
log_seaside.JPEG.3.png,0.962194
log_seaside.JPEG.4.png,0.730742
log_seaside.JPEG.5.png,0.36106400000000005
monument.JPEG.1.png,0.984435
monument.JPEG.2.png,0.93673
monument.JPEG.3.png,0.676037
monument.JPEG.4.png,0.432076
monument.JPEG.5.png,0.234441
native_american.JPEG.1.png,0.977394
native_american.JPEG.2.png,0.908291
native_american.JPEG.3.png,0.637922
native_american.JPEG.4.png,0.30073700000000003
native_american.JPEG.5.png,0.172956
redwood.JPEG.1.png,0.972832
redwood.JPEG.2.png,0.901345
redwood.JPEG.3.png,0.574928
redwood.JPEG.4.png,0.255074
redwood.JPEG.5.png,0.15419799999999995
roping.JPEG.1.png,0.986323
roping.JPEG.2.png,0.924885
roping.JPEG.3.png,0.699552
roping.JPEG.4.png,0.40070700000000004
roping.JPEG.5.png,0.170709
rushmore.JPEG.1.png,0.975869
rushmore.JPEG.2.png,0.957028
rushmore.JPEG.3.png,0.819307
rushmore.JPEG.4.png,0.46272800000000003
rushmore.JPEG.5.png,0.333701
shroom.JPEG.1.png,0.980353
shroom.JPEG.2.png,0.875272
shroom.JPEG.3.png,0.692913
shroom.JPEG.4.png,0.336869
shroom.JPEG.5.png,0.21991899999999998
snow_leaves.JPEG.1.png,0.978142
snow_leaves.JPEG.2.png,0.940339
snow_leaves.JPEG.3.png,0.7390950000000001
snow_leaves.JPEG.4.png,0.44475200000000004
snow_leaves.JPEG.5.png,0.289184
sunsetcolor.JPEG.1.png,0.96883
sunsetcolor.JPEG.2.png,0.5639970000000001
sunsetcolor.JPEG.3.png,0.30696999999999997
sunsetcolor.JPEG.4.png,0.11505399999999999
sunsetcolor.JPEG.5.png,0.08235700000000001
sunset_sparrow.JPEG.1.png,0.956833
sunset_sparrow.JPEG.2.png,0.882614
sunset_sparrow.JPEG.3.png,0.658281
sunset_sparrow.JPEG.4.png,0.278482
sunset_sparrow.JPEG.5.png,0.173929
swarm.JPEG.1.png,0.953379
swarm.JPEG.2.png,0.630707
swarm.JPEG.3.png,0.28646799999999994
swarm.JPEG.4.png,0.22403799999999996
swarm.JPEG.5.png,0.10884700000000003
trolley.JPEG.1.png,0.973734
trolley.JPEG.2.png,0.942713
trolley.JPEG.3.png,0.83152
trolley.JPEG.4.png,0.421546
trolley.JPEG.5.png,0.27346000000000004
turtle.JPEG.1.png,0.984533
turtle.JPEG.2.png,0.871281
turtle.JPEG.3.png,0.5115700000000001
turtle.JPEG.4.png,0.310465
turtle.JPEG.5.png,0.22498399999999996
veggies.JPEG.1.png,0.962448
veggies.JPEG.2.png,0.892339
veggies.JPEG.3.png,0.77059
veggies.JPEG.4.png,0.41017899999999996
veggies.JPEG.5.png,0.269606
woman.JPEG.1.png,0.968801
woman.JPEG.2.png,0.881285
woman.JPEG.3.png,0.651682
woman.JPEG.4.png,0.37855700000000003
woman.JPEG.5.png,0.21741
1600.jpeg2000.1.png,0.988033
1600.jpeg2000.2.png,0.864689
1600.jpeg2000.3.png,0.6356390000000001
1600.jpeg2000.4.png,0.424157
1600.jpeg2000.5.png,0.17308400000000002
aerial_city.jpeg2000.1.png,0.972955
aerial_city.jpeg2000.2.png,0.808986
aerial_city.jpeg2000.3.png,0.5144489999999999
aerial_city.jpeg2000.4.png,0.245587
aerial_city.jpeg2000.5.png,0.04409200000000002
boston.jpeg2000.1.png,0.999706
boston.jpeg2000.2.png,0.881865
boston.jpeg2000.3.png,0.610665
boston.jpeg2000.4.png,0.30343699999999996
boston.jpeg2000.5.png,0.09569499999999997
bridge.jpeg2000.1.png,0.961882
bridge.jpeg2000.2.png,0.797065
bridge.jpeg2000.3.png,0.5906199999999999
bridge.jpeg2000.4.png,0.34918000000000005
bridge.jpeg2000.5.png,0.17531799999999997
butter_flower.jpeg2000.1.png,0.972433
butter_flower.jpeg2000.2.png,0.856839
butter_flower.jpeg2000.3.png,0.5400579999999999
butter_flower.jpeg2000.4.png,0.22077899999999995
butter_flower.jpeg2000.5.png,0.07430999999999999
cactus.jpeg2000.1.png,0.921443
cactus.jpeg2000.2.png,0.790961
cactus.jpeg2000.3.png,0.594537
